36031,Black Breath,United States,Active,2006,Death/Thrash Metal/Crossover/Crust,Slaves Beyond Death,2015,0.78
37107,Absu,United States,Active,1991,Death Metal (early)| Black/Thrash Metal (later),Tara,2001,0.98
37107,Absu,United States,Active,1991,Death Metal (early)| Black/Thrash Metal (later),Tara,2001,0.95
37107,Absu,United States,Active,1991,Death Metal (early)| Black/Thrash Metal (later),Tara,2001,0.55
37107,Absu,United States,Active,1991,Death Metal (early)| Black/Thrash Metal (later),Tara,2001,1.0
37107,Absu,United States,Active,1991,Death Metal (early)| Black/Thrash Metal (later),Tara,2001,1.0
37107,Absu,United States,Active,1991,Death Metal (early)| Black/Thrash Metal (later),Tara,2001,0.98
37107,Absu,United States,Active,1991,Death Metal (early)| Black/Thrash Metal (later),Tara,2001,1.0
37107,Absu,United States,Active,1991,Death Metal (early)| Black/Thrash Metal (later),Tara,2001,0.86
37107,Absu,United States,Active,1991,Death Metal (early)| Black/Thrash Metal (later),Absu,2009,0.85
37107,Absu,United States,Active,1991,Death Metal (early)| Black/Thrash Metal (later),Absu,2009,0.8
37107,Absu,United States,Active,1991,Death Metal (early)| Black/Thrash Metal (later),Absu,2009,0.85
37107,Absu,United States,Active,1991,Death Metal (early)| Black/Thrash Metal (later),Absu,2009,0.93
37107,Absu,United States,Active,1991,Death Metal (early)| Black/Thrash Metal (later),Absu,2009,0.23
37107,Absu,United States,Active,1991,Death Metal (early)| Black/Thrash Metal (later),Absu,2009,0.83
37107,Absu,United States,Active,1991,Death Metal (early)| Black/Thrash Metal (later),Absu,2009,0.95
37107,Absu,United States,Active,1991,Death Metal (early)| Black/Thrash Metal (later),Absu,2009,0.41
37107,Absu,United States,Active,1991,Death Metal (early)| Black/Thrash Metal (later),Absu,2009,0.93
37107,Absu,United States,Active,1991,Death Metal (early)| Black/Thrash Metal (later),Absu,2009,0.84
37107,Absu,United States,Active,1991,Death Metal (early)| Black/Thrash Metal (later),Abzu,2011,0.9
37107,Absu,United States,Active,1991,Death Metal (early)| Black/Thrash Metal (later),Abzu,2011,1.0
37107,Absu,United States,Active,1991,Death Metal (early)| Black/Thrash Metal (later),Abzu,2011,0.9
37107,Absu,United States,Active,1991,Death Metal (early)| Black/Thrash Metal (later),Abzu,2011,0.8
37107,Absu,United States,Active,1991,Death Metal (early)| Black/Thrash Metal (later),Abzu,2011,0.9
37107,Absu,United States,Active,1991,Death Metal (early)| Black/Thrash Metal (later),Abzu,2011,0.72
37107,Absu,United States,Active,1991,Death Metal (early)| Black/Thrash Metal (later),Abzu,2011,0.7
37107,Absu,United States,Active,1991,Death Metal (early)| Black/Thrash Metal (later),Abzu,2011,0.9
37107,Absu,United States,Active,1991,Death Metal (early)| Black/Thrash Metal (later),Abzu,2011,0.9
37107,Absu,United States,Active,1991,Death Metal (early)| Black/Thrash Metal (later),Abzu,2011,0.5
37107,Absu,United States,Active,1991,Death Metal (early)| Black/Thrash Metal (later),Abzu,2011,0.65
37111,Acrimony,United Kingdom,Split-up,1991,Doom/Death Metal (1991-93)| Stoner/Doom Metal,Tumuli Shroomaroom,1997,1.0
37111,Acrimony,United Kingdom,Split-up,1991,Doom/Death Metal (1991-93)| Stoner/Doom Metal,Tumuli Shroomaroom,1997,1.0
37111,Acrimony,United Kingdom,Split-up,1991,Doom/Death Metal (1991-93)| Stoner/Doom Metal,Tumuli Shroomaroom,1997,0.7
37112,Acrybia,Poland,Active,1999,Death Metal/Industrial| Raw Black/Funeral Doom Metal/Industrial,Death| Birth and Marriage,2007,0.6
37115,Advent Sorrow,Australia,Active,2010,Symphonic Black/Death Metal (early)| Depressive Black Metal (later),As All Light Leaves Her,2015,0.3
37117,Afflicted,Sweden,Split-up,1990,Progressive/Technical Death Metal (early)| Power Metal (later),Prodigal Sun,1992,0.87
37117,Afflicted,Sweden,Split-up,1990,Progressive/Technical Death Metal (early)| Power Metal (later),Prodigal Sun,1992,0.91
37117,Afflicted,Sweden,Split-up,1990,Progressive/Technical Death Metal (early)| Power Metal (later),Dawn of Glory,1995,0.88
37118,Algaion,Sweden,Active,1993,Atmospheric Black Metal (early)| Melodic Death/Black Metal (later),Oimai Algeiou,1995,0.82
37118,Algaion,Sweden,Active,1993,Atmospheric Black Metal (early)| Melodic Death/Black Metal (later),Oimai Algeiou,1995,0.8
37118,Algaion,Sweden,Active,1993,Atmospheric Black Metal (early)| Melodic Death/Black Metal (later),Εχθρος,2010,0.5
37118,Algaion,Sweden,Active,1993,Atmospheric Black Metal (early)| Melodic Death/Black Metal (later),Εχθρος,2010,0.73
37119,Allegiance,Sweden,Active,1989,Death Metal (early)| Black/Viking Metal (later),Hymn till hangagud,1996,0.96
37119,Allegiance,Sweden,Active,1989,Death Metal (early)| Black/Viking Metal (later),Hymn till hangagud,1996,0.9
37119,Allegiance,Sweden,Active,1989,Death Metal (early)| Black/Viking Metal (later),Hymn till hangagud,1996,0.9
37119,Allegiance,Sweden,Active,1989,Death Metal (early)| Black/Viking Metal (later),Hymn till hangagud,1996,0.8
37119,Allegiance,Sweden,Active,1989,Death Metal (early)| Black/Viking Metal (later),Blodörnsoffer,1997,0.95
37119,Allegiance,Sweden,Active,1989,Death Metal (early)| Black/Viking Metal (later),Vrede,1999,0.8
37119,Allegiance,Sweden,Active,1989,Death Metal (early)| Black/Viking Metal (later),Vrede,1999,0.85
37121,Allerjen,United Kingdom,Split-up,2002,Groove/Sludge Metal (early)| Death Metal (later),No Guts| No Glory,2008,0.32
37121,Allerjen,United Kingdom,Split-up,2002,Groove/Sludge Metal (early)| Death Metal (later),Equilibrium,2012,1.0
37121,Allerjen,United Kingdom,Split-up,2002,Groove/Sludge Metal (early)| Death Metal (later),Equilibrium,2012,0.65
37122,Allfader,Norway,Active,2001,Black Metal (early)| Black/Death Metal (later),At Least We Will Die Together,2006,0.72
37122,Allfader,Norway,Active,2001,Black Metal (early)| Black/Death Metal (later),Black Blood Flux,2011,1.0
37124,Altar,Romania,Active,1991,Death Metal (early) Thrash Metal/Hardcore (later),Atitudine,2006,0.0
37126,Ambehr,Armenia,Active,1995,Death/Thrash Metal (early)| Folk/Power Metal (later),Чёрная дорога,2007,0.95
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),The Karelian Isthmus,1992,0.9
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),The Karelian Isthmus,1992,0.86
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),The Karelian Isthmus,1992,0.8
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),The Karelian Isthmus,1992,0.8
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),The Karelian Isthmus,1992,0.85
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),The Karelian Isthmus,1992,0.75
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),The Karelian Isthmus,1992,0.91
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),The Karelian Isthmus,1992,0.94
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Tales from the Thousand Lakes,1994,0.19
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Tales from the Thousand Lakes,1994,0.9
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Tales from the Thousand Lakes,1994,0.9
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Tales from the Thousand Lakes,1994,0.99
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Tales from the Thousand Lakes,1994,0.4
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Tales from the Thousand Lakes,1994,0.96
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Tales from the Thousand Lakes,1994,0.95
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Tales from the Thousand Lakes,1994,0.95
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Tales from the Thousand Lakes,1994,0.55
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Tales from the Thousand Lakes,1994,0.53
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Tales from the Thousand Lakes,1994,1.0
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Tales from the Thousand Lakes,1994,0.99
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Tales from the Thousand Lakes,1994,0.95
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Tales from the Thousand Lakes,1994,0.98
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Tales from the Thousand Lakes,1994,0.85
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Tales from the Thousand Lakes,1994,0.92
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Tales from the Thousand Lakes,1994,0.85
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Elegy,1996,0.84
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Elegy,1996,0.86
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Elegy,1996,1.0
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Elegy,1996,0.75
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Elegy,1996,0.6
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Elegy,1996,1.0
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Elegy,1996,0.96
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Tuonela,1999,0.87
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Tuonela,1999,0.97
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Tuonela,1999,0.77
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Tuonela,1999,0.95
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Tuonela,1999,0.92
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Tuonela,1999,0.85
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Tuonela,1999,0.87
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Tuonela,1999,0.94
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Tuonela,1999,0.97
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Am Universum,2001,0.92
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Am Universum,2001,0.99
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Am Universum,2001,0.75
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Am Universum,2001,0.86
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Am Universum,2001,1.0
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Am Universum,2001,1.0
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Am Universum,2001,0.9
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Am Universum,2001,0.78
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Am Universum,2001,0.79
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Am Universum,2001,0.6
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Am Universum,2001,0.94
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Am Universum,2001,0.8
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Am Universum,2001,0.88
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Far from the Sun,2003,0.8
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Far from the Sun,2003,0.31
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Far from the Sun,2003,0.76
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Far from the Sun,2003,0.5
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Far from the Sun,2003,0.73
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Far from the Sun,2003,0.85
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Far from the Sun,2003,0.55
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Far from the Sun,2003,0.89
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Far from the Sun,2003,0.45
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Far from the Sun,2003,0.58
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Eclipse,2006,0.96
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Eclipse,2006,0.95
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Eclipse,2006,0.83
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Eclipse,2006,0.95
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Eclipse,2006,0.7
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Eclipse,2006,0.9
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Eclipse,2006,0.96
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Eclipse,2006,0.98
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Eclipse,2006,0.96
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Eclipse,2006,0.9
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Eclipse,2006,0.97
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Eclipse,2006,0.95
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Silent Waters,2007,0.81
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Silent Waters,2007,0.97
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Silent Waters,2007,0.96
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Silent Waters,2007,0.85
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Silent Waters,2007,0.1
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Silent Waters,2007,0.99
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Silent Waters,2007,0.75
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Silent Waters,2007,0.96
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Silent Waters,2007,0.85
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Silent Waters,2007,0.91
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Silent Waters,2007,0.94
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Silent Waters,2007,0.97
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Silent Waters,2007,0.44
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Silent Waters,2007,1.0
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Skyforger,2009,0.84
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Skyforger,2009,0.93
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Skyforger,2009,1.0
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Skyforger,2009,0.87
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Skyforger,2009,0.44
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Skyforger,2009,0.95
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Skyforger,2009,0.97
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Skyforger,2009,1.0
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Skyforger,2009,0.85
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Magic & Mayhem - Tales from the Early Years,2010,0.8
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Magic & Mayhem - Tales from the Early Years,2010,0.86
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Magic & Mayhem - Tales from the Early Years,2010,0.6
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Magic & Mayhem - Tales from the Early Years,2010,0.8
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Magic & Mayhem - Tales from the Early Years,2010,0.52
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),The Beginning of Times,2011,0.59
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),The Beginning of Times,2011,0.96
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),The Beginning of Times,2011,0.98
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),The Beginning of Times,2011,0.84
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),The Beginning of Times,2011,0.85
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),The Beginning of Times,2011,0.95
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),The Beginning of Times,2011,0.87
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),The Beginning of Times,2011,0.5
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),The Beginning of Times,2011,0.72
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Circle,2013,0.67
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Circle,2013,0.99
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Circle,2013,0.62
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Circle,2013,0.86
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Circle,2013,0.8
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Circle,2013,0.8
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Circle,2013,0.91
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Circle,2013,0.55
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Circle,2013,0.9
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Under the Red Cloud,2015,0.92
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Under the Red Cloud,2015,0.89
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Under the Red Cloud,2015,0.97
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Under the Red Cloud,2015,0.98
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Under the Red Cloud,2015,1.0
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Under the Red Cloud,2015,0.95
37129,Amorphis,Finland,Active,1990,Progressive/Death/Doom Metal (early)| Melodic Heavy Metal/Rock (later),Under the Red Cloud,2015,0.2
37133,Angelcide,United States,Active,2003,Black Metal/Ambient (early)| Blackened Death Metal (later),Hunting Astral Prey,2016,0.8
37136,Antestor,Norway,Active,1993,Death/Doom Metal (early)| Black Metal (later),The Return of the Black Death,1998,1.0
37136,Antestor,Norway,Active,1993,Death/Doom Metal (early)| Black Metal (later),The Return of the Black Death,1998,0.86
37136,Antestor,Norway,Active,1993,Death/Doom Metal (early)| Black Metal (later),The Return of the Black Death,1998,0.85
37136,Antestor,Norway,Active,1993,Death/Doom Metal (early)| Black Metal (later),The Return of the Black Death,1998,0.4
37136,Antestor,Norway,Active,1993,Death/Doom Metal (early)| Black Metal (later),The Return of the Black Death,1998,0.17
37136,Antestor,Norway,Active,1993,Death/Doom Metal (early)| Black Metal (later),Martyrium,2000,0.85
37136,Antestor,Norway,Active,1993,Death/Doom Metal (early)| Black Metal (later),Martyrium,2000,0.8
37136,Antestor,Norway,Active,1993,Death/Doom Metal (early)| Black Metal (later),Martyrium,2000,0.8
37136,Antestor,Norway,Active,1993,Death/Doom Metal (early)| Black Metal (later),Martyrium,2000,0.5
37136,Antestor,Norway,Active,1993,Death/Doom Metal (early)| Black Metal (later),The Forsaken,2005,0.99
37136,Antestor,Norway,Active,1993,Death/Doom Metal (early)| Black Metal (later),The Forsaken,2005,0.95
37136,Antestor,Norway,Active,1993,Death/Doom Metal (early)| Black Metal (later),The Forsaken,2005,0.9
37136,Antestor,Norway,Active,1993,Death/Doom Metal (early)| Black Metal (later),The Forsaken,2005,1.0
37136,Antestor,Norway,Active,1993,Death/Doom Metal (early)| Black Metal (later),The Forsaken,2005,0.9
37136,Antestor,Norway,Active,1993,Death/Doom Metal (early)| Black Metal (later),The Forsaken,2005,1.0
37136,Antestor,Norway,Active,1993,Death/Doom Metal (early)| Black Metal (later),The Forsaken,2005,1.0
37136,Antestor,Norway,Active,1993,Death/Doom Metal (early)| Black Metal (later),The Forsaken,2005,0.98
37136,Antestor,Norway,Active,1993,Death/Doom Metal (early)| Black Metal (later),Omen,2012,0.95
37137,Anthems of Gomorrah,United States,Split-up,2003,Atmospheric Pagan Black Metal (early)| Progressive Black/Death Metal (later),Gebrechlichkeit,2007,0.5
37139,Antim Grahan,Nepal,Active,2004,Symphonic Black Metal (early)| Black/Death Metal/Grindcore (later),Tales from the Darkened Woods,2005,0.75
37139,Antim Grahan,Nepal,Active,2004,Symphonic Black Metal (early)| Black/Death Metal/Grindcore (later),The Ruin of Immortals,2009,0.8
37139,Antim Grahan,Nepal,Active,2004,Symphonic Black Metal (early)| Black/Death Metal/Grindcore (later),The Ruin of Immortals,2009,0.77
37139,Antim Grahan,Nepal,Active,2004,Symphonic Black Metal (early)| Black/Death Metal/Grindcore (later),The Ruin of Immortals,2009,0.71
37139,Antim Grahan,Nepal,Active,2004,Symphonic Black Metal (early)| Black/Death Metal/Grindcore (later),I Wish You Death,2012,0.75
37146,Armoured Angel,Australia,Split-up,1982,Speed/Thrash Metal (early)| Death Metal (later),Angel of the Sixth Order,1999,0.91
37148,As Divine Grace,Finland,Split-up,1993,Death Metal (early)| Doom Metal/Rock (later),Lumo,1997,0.53
37148,As Divine Grace,Finland,Split-up,1993,Death Metal (early)| Doom Metal/Rock (later),Supremature,1999,0.22
37149,As Sahar,Malaysia,Active,1993,Black/Death Metal (early)| Folk/Black Metal (later),Baku Karama,1999,0.7
37149,As Sahar,Malaysia,Active,1993,Black/Death Metal (early)| Folk/Black Metal (later),Jaann,2005,0.89
37149,As Sahar,Malaysia,Active,1993,Black/Death Metal (early)| Folk/Black Metal (later),Tir,2008,0.9
